video_id,comments
aruInGd-m40,"['Было очень полезно!\nСпасибо!', 'Thank you very very very Much.', 'Hello Frank\nIt is safe when you store your json in code and in your file. Is safe to share the applicatin (exe) with end users?\nIf not what is the safe way to do that?', ""pycharm throws an error with this code, as the 'df.values.tolist()' should be also a two-dimensional list. it should be [df.values.tolist()]"", 'Very nice. Thank You.', 'What program are you using for the Jason files?', 'Good video, would appreciate more if we can get a little more background on the options we are selected so that we can choose the right one that suits our project']"
f2r44S03pQE,"[""Great Video and explanations. Clearly this video is Labeled Windows, Mac.   I'm not surprised using Pydroid there's an error.  \nI followed the process to print\n\nprint(uname)\nprint(pass)\n\nResults = none none.  \n\nShould I save the bash file in a certain location?   \nDoes the os.environ.get command work with Pydroid3?\nI would like to code code code.   Please help.   Thank you 🤙🏼🙏🏼""]"
2cZzP9DLlkg,"[""Great! I don't know pandas html before"", 'you are the best , many project for beginners', 'Awesome!']"
u4DGDS_Pa88,"['The commands used in this video can be found in this article: https://medium.com/p/74f3fdbabef3', 'Use the mv command to move files and directories from one directory to another or to rename a file or directory. If you move a file or directory to a new directory without specifying a new name, it retains its original name.']"
QYIr7A5ueXA,"[""Besides Matplotlib, we can also run bokeh visualizations on our browser. Here's my guide on how to do that: https://medium.com/p/4b287ef991cd"", 'Thanks bro! 😊', ""Dear Frank\nI have followed your tutorial and I got this error:\nJsException(TypeError: NetworkError when attempting to fetch resource.)\nI don't know if it a CORS issue or other.\nDo you have solution?\nThanks for your valuable time and best regards"", 'Hi. Can Tkinter work on pyscript? If yes, how? \nAlso, to pick the src=“”, do you not need to copy the whole root directory like c://..../pycharm/main.py???\n\nLooking forward to a response.', ""Making the visualisation interactive on the client side would make this useful. Right now you are doing a lot of work just to display a static  image of a graph rendered on a webpage,. What's the point?"", 'Thanks very informative\n👍👍👍', 'I think fig = plt.gcf() would also work', ""Can't catch up with that heavy accent/"", 'will it directly covert to machine code for frontend like js?', ""Nice one man, It's working. Good job.""]"
37amMF05X-Q,"['great recommender system for anime, btw anime fan here...', 'Hello can make tutorial of dialogflow.. chat bot.. or anything similar.. thanks']"
MQQTABNMZCE,"['In this guide, you can check the steps to get the group ID: https://medium.com/p/d64cf0de4539', 'Hi, I have a question can this work instead of groups to broadcast lists?', 'can u automatically send to phone?', ""Great bro, thanks You are awesome but just solve my one problem - I want to send a single message to bulk (millions) WhatsApp users without adding them to my contacts. I have stored users' phone numbers in bulk in excel and notepad. Please help me, brother."", 'how do i cancel automated messages', 'So useful, thanks a lot', 'What if i want it sends message without opening whatsapp web ?', ""Excellent video, but I couldn't understand where should I paste this (Visual Studio or Python IDE or somewhere else), can you explain?"", 'Is there a way to read or get the content of an incoming message? or the content of a group? i want to automate something', ""For me, it just opens my WhatsApp in the browser with the message already written but it doesn't send automatically.""]"
eZ-EBIqUoLs,"['Thank you so much brother', 'p̲r̲o̲m̲o̲s̲m̲', '5th rule the best, thx', 'Felicidades, es un buen ejemplo. \r\n250 sentadillasi son unos sexy-dating.uno muchas y un buen ejercicio.\r\nSe deja ver que hay muy buenos resultados 😍👍 \r\n\r\nSaludos desde la Cd.. de world 🌹😉💖 \r\nlos mortales abian apreciado tan hermosa mujer.k', 'Thank you. Very helpful and useful video, and great channel!']"
O6BB08Zo2uk,"[""For those who would like to know more about the ML model we're using to deploy it with flask, check my Medium article here 👉 https://medium.com/p/c3d6c0f0a01c"", 'How common is that we have to build something like this for a take-home assignment?', 'Thankyou man for this video. It literally answered 99% of my questions about this stuff.  Loved it !', ""ValueError: dtype='numeric' is not compatible with arrays of bytes/strings.Convert your data to numeric values explicitly instead. I have no idea what this means"", 'A house with 1 rooms per dwelling and located 1 km to employment centers has a value of $-25.35K.\n\nWhere is it?', 'Hey Frank, many thanks for the ""To the point video"" its very useful ✨', 'Hello Thanks for this tuto. \nPlease more details about model files (PKL).']"
igf34Hl6KlI,"['very powerful tutorial, i need similar code for a project. Good one.', 'hello @Frank Andrade I am having some issues with the code... how should I reach you? raise JSONDecodeError(""Expecting value"", s, err.value) from None. This is what I am getting...', 'Hi, this was a great tutorial and was very helpful!']"
W2F_f3Wi0Hs,"['You can also read tables from websites like Wikipedia using only Pandas. Check out my Medium guide: https://medium.com/geekculture/super-fast-web-scraping-in-python-using-only-pandas-ff8916ba26bd', 'hola tienes servidor de discord?', ""Hi Frank, I'm taking your web scriptyng course on udemy but I haven't been able to open Chrome and I've done thousands of procedures installing chromedriver and I haven't been able to, can you help me please? Desde Colombia te escribo"", 'AWESOME Frank!!!! It looks great using Jupyter and very easy. Thanks a ton', 'I appreciate learning pandas while scraping. Please also after next video, do a video on appending df and dictionary while doing multiple page web scraping.', 'Nice tutorial', 'Noice 👍 video', ""This is fantastic, thank you. I knew Pandas were cool but didn't know they were this cool! 👍""]"
